Model;Scenario;Region;Variable;Unit;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy|Biomass;EJ/yr;51.14722239;55.15063941;58.94115398;65.08022969;71.41799906;78.26852345;86.16711518;96.0664211;106.1464438;113.439362;118.0843161;121.7028007;123.6259114;125.1310289;126.8082655;128.5035445;129.2088602;129.2666981;128.6928086
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy;EJ/yr;528.0988223;561.817433;613.2434669;670.0044219;727.9620131;779.5079045;826.8606341;875.2685326;918.1111796;960.0734222;1000.732891;1037.239436;1074.704199;1107.913038;1130.687533;1150.996735;1167.531699;1181.061567;1193.578128
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy|Fossil;EJ/yr;452.096892;478.0510572;522.0074172;569.0123495;616.0394734;655.5285578;689.0075841;723.4036147;750.6139803;779.603614;809.9097543;835.9590055;866.1320152;892.7410283;906.4613594;918.2692523;927.5408739;935.6721764;943.730498
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy|Gas|w/o CCS;EJ/yr;119.0324565;127.4286587;141.4404488;153.8913769;171.9413489;188.0603124;204.6571846;224.1397892;240.6714489;257.9821258;275.5235126;287.7022352;304.8756152;321.951028;335.6514408;341.7139972;346.5749644;349.6624641;352.3020177
GCAM5.3_NAVIGATE;DIAG-Base;World;Emissions|F-Gases;Mt CO2-equiv/yr;945.20456;1185.597162;1709.088099;2096.783337;2806.73815;3051.277511;3292.037219;3535.069205;3766.478188;4000.045584;4239.821618;4480.815062;4721.401614;4956.384534;5175.412643;5376.837291;5561.397935;5720.464681;5878.391831
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy|Non-Biomass Renewables;EJ/yr;14.514167;18.94374749;21.31593397;23.82264211;26.96508603;30.61067096;34.87711051;36.62538265;40.38390927;44.50656206;48.56984979;53.24412941;56.9725511;60.4471218;66.60071048;72.24637227;78.08964555;83.17306155;88.55966755
GCAM5.3_NAVIGATE;DIAG-Base;World;Emissions|N2O;kt N2O/yr;10754.78115;11529.26637;12015.08645;12661.0577;13332.07594;13904.07214;14418.98091;15107.54562;15743.35428;16115.53571;16437.69862;16739.10174;16975.27873;17167.88481;17282.35487;17370.18538;17415.07567;17423.15895;17397.03723
GCAM5.3_NAVIGATE;DIAG-Base;World;Primary Energy|Oil;EJ/yr;178.390211;185.4519154;190.2755559;203.1787804;214.6568475;223.3279897;226.7593577;227.4847369;227.5815388;231.0058751;236.4597587;241.6037408;246.7920575;250.5385707;254.4119462;259.0268319;263.6250949;268.4587653;273.8574147
GCAM5.3_NAVIGATE;DIAG-Base;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49511.10004;53035.4248;56694.66542;59828.23306;64385.97442;67761.43265;70563.19092;73719.94154;76137.98638;78364.09407;80662.69155;82757.22918;85024.65106;86999.15832;87697.66506;88473.26986;88971.79777;89384.60439;89777.38785
GCAM5.3_NAVIGATE;DIAG-Base;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;33546.41018;35368.85225;39437.31364;42997.00277;46336.51748;49109.03436;51430.8401;53803.89917;55604.40896;57463.9056;59406.86701;61209.6323;63226.72776;64951.79532;65529.25059;66226.01583;66712.221;67135.07145;67551.08141
GCAM5.3_NAVIGATE;DIAG-Base;World;Temperature|Global Mean;°C;0.990064;1.06563;1.16898;1.29071;1.42495;1.56707;1.71166;1.857;2.00477;2.1546;2.30611;2.45923;2.61344;2.76871;2.92743;3.0855;3.24125;3.39429;3.54475
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Hydro;EJ/yr;12.85743513;14.54748982;14.66062262;15.09028044;15.54127815;16.01204076;16.55581892;16.97438127;17.39467625;17.81661831;18.24837405;18.68570622;19.1247374;19.56503476;20.00762288;20.45080158;20.8985321;21.34638607;21.78907868
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Final Energy;EJ/yr;362.6504412;383.5410545;413.039442;447.9440095;483.3672768;515.0228685;530.7799487;557.1239265;581.2764104;605.2647386;629.4945242;652.8111025;674.8986;694.7355827;712.1053624;725.9340023;737.7497369;747.3870407;757.341383
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|CO2;Mt CO2/yr;36026.15822;38629.64461;41199.09853;43259.78006;46556.61576;49286.4536;46262.90188;46637.28713;46864.05238;47397.92485;48170.23719;48826.25605;49966.24265;50939.91018;50500.08521;50573.51201;50424.84039;50161.20242;50838.03571
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;452.095785;478.0503352;522.0052092;569.0086682;616.0329721;655.518402;637.8775125;650.8862983;661.7000575;676.9037437;694.5745753;707.6912212;727.6755125;745.1464763;747.8397054;756.0135997;761.5750771;765.4720924;778.3089616
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Geothermal;EJ/yr;0.250727301;0.29676763;0.752524232;1.141032801;1.554039035;1.939133242;2.352037289;2.669624249;2.917193847;3.096607361;3.218608166;3.356869595;3.421535997;3.425354416;3.471425708;3.498195203;3.578119702;3.628347448;3.649717561
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Coal;EJ/yr;154.6741878;165.1704376;190.2909429;211.9413449;229.4396211;244.1373765;222.6389067;225.6087272;228.2856268;229.8255685;231.3270185;234.3235222;237.3755217;239.2360188;228.023531;221.8458899;214.3473741;206.4906536;206.9475188
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|CO2|AFOLU;Mt CO2/yr;2479.748039;3260.792355;1761.78482;262.7772854;220.0982326;177.4191798;134.740127;92.06107426;49.38202148;6.702968701;-35.97608408;-79.24080954;-122.505535;-165.7702605;-209.0349859;-252.2997114;-295.5644368;-338.8291623;-382.0938878
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Wind;EJ/yr;1.278078073;3.131042769;4.479884545;5.679825793;7.233022112;9.063077537;11.37244332;12.95557157;15.86962854;18.91757547;21.84514054;25.11395997;27.52201193;29.1563274;32.70972946;35.46174651;38.58590549;41.27114096;42.97220925
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|CH4;Mt CH4/yr;373.3925813;391.3785572;408.2394039;427.9470429;442.5944377;452.4273459;377.8800243;388.2604474;395.9783517;396.9141044;397.4217718;395.9150532;393.7109137;391.3693301;387.043978;381.9926775;376.3342746;370.8962653;366.6661985
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Population;million;6947.252;7369.295;7739.743;8084.34;8396.881;8677.608;8924.749;9135.444;9305.449;9431.933;9516.32;9563.891;9579.816;9565.127;9521.116;9450.775;9359.357;9251.425;9130.189
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Coal|w/o CCS;EJ/yr;154.6741878;165.1704376;190.2909429;211.9413449;229.4396211;244.1373765;220.7860009;220.8880006;220.7719203;219.8653889;219.2867346;220.3444816;221.8608296;221.9435256;208.5153996;200.3746411;191.0699927;181.6524416;182.1043471
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;GDP|PPP;billion US$2010/yr OR local currency;76459.29518;90110.02566;106030.1348;125373.2348;146974.9705;168503.1722;190839.0152;213871.0963;237145.5803;261228.4514;287092.6265;314719.0312;343690.3164;373649.2763;404912.2999;437258.7549;470923.2674;505930.2292;541964.3228
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Oil|w/o CCS;EJ/yr;178.3901087;185.4517625;190.2746848;203.1772947;214.6544041;223.3244789;223.076284;221.3985942;219.9178326;222.080154;226.4265732;230.5364854;235.3854442;239.2477367;242.8089803;248.2587087;253.8006731;259.4543037;265.4366816
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;0;0;0;0;1.852905815;4.720726556;7.513706573;9.96017952;12.04028384;13.97904055;15.51469211;17.29249319;19.50813141;21.47124883;23.27738141;24.83821203;24.84317168
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Gas;EJ/yr;119.0314886;127.4281351;141.4395815;153.8900287;171.938947;188.0565465;198.5688633;218.1648774;234.714997;252.1288016;269.3207193;280.862552;297.3823043;313.8760427;329.3785334;338.289432;345.0309826;350.7188425;355.2883181
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Biomass|w/o CCS;EJ/yr;51.14661777;55.15026597;58.94051585;65.07908282;71.4160188;78.26540125;96.35964313;103.656714;108.9466987;111.5173393;112.5240677;113.136062;113.2586313;113.6142554;114.1439638;115.5594037;115.7646068;115.2941177;114.2654254
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;0;0;0;0;8.440088433;17.7219421;25.34594979;31.79727785;37.62156717;43.57894399;48.02438117;52.75712981;57.9068455;57.39259458;56.00922041;55.03841926;52.82189952
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0;0;0;0;4.04629548;10.0911951;16.41727342;21.47255735;25.23955048;28.3716413;30.03162302;30.97084205;31.66851095;32.1581081;32.66918363;33.22712487;33.51359719
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Nuclear;EJ/yr;10.34054087;9.671988903;10.9789516;12.08920335;13.53945027;15.10011997;17.402306;21.36837726;24.49485395;27.14761769;29.78790928;33.02167499;35.4982304;38.24368943;40.79285042;42.93913153;44.67182094;45.901952;45.42882692
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Solar;EJ/yr;0.127931704;0.968484503;1.422818159;1.911365081;2.636532182;3.596139617;5.491272161;7.341090322;9.888422015;12.66152889;15.57424959;18.85756221;21.78887347;24.34572372;28.37601032;32.08016233;35.96459347;39.50571105;42.3527919
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Biomass;EJ/yr;51.14661777;55.15026597;58.94051585;65.07908282;71.4160188;78.26540125;100.4059386;113.7479092;125.3639722;132.9898966;137.7636182;141.5077033;143.2902543;144.5850974;145.8124747;147.7175118;148.4337905;148.5212426;147.7790226
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy;EJ/yr;528.0971159;561.8163748;613.2405262;669.9994585;727.9533127;779.4943144;799.8974172;843.6651942;882.9747541;921.3308658;958.6340423;991.8136415;1026.345537;1057.224833;1076.916664;1095.553743;1109.71706;1120.685292;1135.102508
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Fossil;EJ/yr;452.095785;478.0503352;522.0052092;569.0086682;616.0329721;655.518402;646.3176009;668.6082404;687.0460073;708.7010215;732.1961425;751.2701652;775.6998937;797.9036061;805.7465509;813.4061942;817.5842975;820.5105116;831.1308612
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Gas|w/o CCS;EJ/yr;119.0314886;127.4281351;141.4395815;153.8900287;171.938947;188.0565465;194.0152276;208.5997035;221.0103047;234.9582008;248.8612675;256.8102543;270.4292387;283.955214;296.5153255;307.3802499;316.7044113;324.3653471;330.767933
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|F-Gases;Mt CO2-equiv/yr;945.20456;1185.597162;1709.088099;2096.783337;2806.73815;3051.277511;1259.792189;1383.993153;1505.6704;1628.950451;1754.78976;1880.179834;2003.72448;2121.250458;2227.632156;2320.806686;2402.579647;2468.918697;2533.524948
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Non-Biomass Renewables;EJ/yr;14.5141722;18.94378473;21.31584955;23.82250412;26.96487148;30.61039116;35.7715717;39.94066741;46.06992066;52.49233003;58.88637235;66.01409799;71.8571588;76.4924403;84.56478838;91.49090563;99.02715076;105.7515855;110.7637974
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|N2O;kt N2O/yr;10754.78115;11529.26637;12015.08645;12661.0577;13332.07594;13904.07214;12520.37001;12977.47238;13422.41209;13597.37428;13711.26537;13808.86773;13855.73366;13880.58878;13837.75559;13798.35103;13724.68164;13626.42189;13534.48366
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Oil;EJ/yr;178.3901087;185.4517625;190.2746848;203.1772947;214.6544041;223.3244789;225.1098309;224.8346358;224.0453834;226.7466514;231.5484047;236.084091;240.9420676;244.7915446;248.3444865;253.2708723;258.2059408;263.3010155;268.8950243
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49511.10004;53035.4248;56694.66542;59828.23306;64401.1712;67791.82622;60700.76387;61595.07697;62269.06304;63001.74619;63946.52692;64719.35602;65941.74671;66981.80961;66527.46537;66556.0423;66325.73326;65963.1994;66571.48629
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;0;0;0;0;4.553635654;9.565173919;13.70469236;17.17060087;20.45945185;24.05229775;26.9530656;29.92082871;32.86320786;30.90918215;28.3265713;26.35349544;24.52038512
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;33546.41018;35368.85225;39437.31371;42997.00278;46336.51752;49109.03442;46128.16176;46545.22606;46814.67036;47391.22188;48206.21328;48905.49686;50088.74818;51105.68044;50709.1202;50825.81172;50720.40482;50500.03158;51220.1296
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Price|Carbon;US$2010/t CO2;0;0;0;0;0;0;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128;30.00000128
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;0;0;0;0;2.033546964;3.436041625;4.127550854;4.666497461;5.121831491;5.547605685;5.556623454;5.543807904;5.535506231;5.012163591;4.4052677;3.846711787;3.458342715
GCAM5.3_NAVIGATE;DIAG-C0to30-const;World;Temperature|Global Mean;°C;0.990064;1.06563;1.16898;1.29071;1.42495;1.56707;1.71097;1.8375;1.95693;2.07495;2.19285;2.31109;2.42911;2.54719;2.66936;2.79098;2.91052;3.02786;3.14123
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Hydro;EJ/yr;12.85729053;14.54735818;14.66046009;15.08998198;15.54066736;16.0110122;16.5554371;16.97550494;17.39079106;17.8064212;18.22945066;18.65656191;19.08855399;19.53018517;19.9453851;20.37701281;20.82666862;21.28170574;21.71193156
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Final Energy;EJ/yr;362.6504412;383.5410545;413.0394165;447.9440041;483.3673927;515.0228835;530.7800164;553.6531288;573.2318323;591.5727042;609.0149008;624.1396896;636.581666;645.1524844;646.6155896;646.2708936;644.0930567;639.6641948;633.8866374
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|CO2;Mt CO2/yr;36026.15822;38629.64461;41768.75312;44399.09436;46809.24672;49514.02204;46465.39153;45472.05921;43694.90756;41465.9724;38448.63873;33755.416;27757.7057;20855.67359;15606.75552;11633.94875;8418.102862;5693.659246;3426.7171
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;452.0947804;478.0490095;522.0010837;569.0003107;616.0169893;655.4920177;637.8503078;637.3483248;627.9582291;614.5302581;592.2024375;550.0718152;498.6822273;442.043248;397.5496193;365.2965748;340.0276496;318.871132;299.3486426
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Geothermal;EJ/yr;0.250724068;0.296764088;0.752464848;1.140950754;1.553933011;1.939008917;2.351878956;2.7107943;3.031426209;3.281423257;3.493908458;3.630159159;3.718096564;3.754258228;3.795068864;3.822042159;3.841605486;3.842816068;3.852082259
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Coal;EJ/yr;154.6741031;165.1702798;190.2896887;211.9377302;229.4318274;244.1239275;222.6245547;218.0279964;210.8227985;199.9743814;185.198048;164.4820301;135.4243529;110.000289;91.77320408;83.17569631;82.28590362;82.92744391;82.62704636
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;2479.748039;3260.792355;2331.44395;1402.095545;472.7471402;404.9860383;337.2249364;269.4638345;201.7027327;133.9416308;66.18052889;-1.580572993;-69.34167488;-137.1027768;-204.8638786;-272.6249805;-340.3860824;-408.1471843;-475.9082862
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Wind;EJ/yr;1.278078073;3.131042769;4.47987286;5.679804866;7.232943778;9.062935725;11.37239551;13.43744569;17.41119951;22.26412803;28.07327949;35.65737766;43.99498161;51.82076071;60.65967152;68.18286197;74.13164597;78.16321627;81.85946105
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|CH4;Mt CH4/yr;373.3925813;391.3785572;408.2394316;427.9470406;442.593196;452.4276628;377.8801257;384.5228472;387.2250021;382.3838167;375.969069;366.1836639;356.0067071;345.3612436;331.0750142;324.2744631;317.0827689;309.8228676;304.3132799
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Population;million;6947.252;7369.295;7739.743;8084.34;8396.881;8677.608;8924.749;9135.444;9305.449;9431.933;9516.32;9563.891;9579.816;9565.127;9521.116;9450.775;9359.357;9251.425;9130.189
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;154.6741031;165.1702798;190.2896887;211.9377302;229.4318274;244.1239275;220.7718894;212.2361689;199.9665579;183.149772;161.1985857;131.5105248;92.89015666;56.83156271;29.21198504;14.24670375;8.248880464;5.359121234;3.741031308
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;GDP|PPP;billion US$2010/yr OR local currency;76459.29518;90110.02566;106030.1348;125373.2348;146974.9705;168503.1722;190839.0152;213871.0963;237145.5803;261228.4514;287092.6265;314719.0312;343690.3164;373649.2763;404912.2999;437258.7549;470923.2674;505930.2292;541964.3228
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;178.3900399;185.4512864;190.273077;203.1747921;214.6500669;223.3178737;223.0700323;219.7895182;215.2942307;212.6181658;210.1197589;205.0608824;198.0341876;185.2750903;173.2250941;161.9094273;151.9146974;142.018145;131.262989
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;0;0;0;0;1.852665331;5.791827483;10.85624061;16.82460949;23.9994623;32.9715053;42.53419624;53.16872633;62.56121903;68.92899256;74.03702315;77.56832268;78.88601505
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Gas;EJ/yr;119.0306374;127.4274434;141.438318;153.8877884;171.935095;188.0502165;198.5626985;216.0818296;229.8698849;242.9060078;253.8687021;258.3195611;265.5437954;272.7503332;284.7591332;291.2533065;291.2214984;290.2204279;288.5236045
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;51.14591531;55.14959371;58.93849723;65.0754734;71.40949162;78.25483769;96.34639166;106.0410146;112.9697776;117.1170827;119.2061299;119.7511243;117.735943;108.7721826;86.36010052;67.25849662;50.13891317;38.33681059;31.59276332
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;0;0;0;0;8.440474537;20.29259001;32.95365702;47.05147633;64.24558086;86.15651887;109.0637956;134.675828;160.3239141;178.0384594;191.1054909;200.6778368;206.4213047
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0;0;0;0;4.048678826;11.28927496;20.39199545;29.86863972;40.31312464;54.90984673;75.51421894;107.2179786;128.544954;146.5707717;162.7374332;173.5418942;179.1996818
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Nuclear;EJ/yr;10.34054087;9.671988903;10.97893797;12.08916437;13.53932562;15.09991413;17.40218077;22.14560168;26.75400231;31.63730782;37.52920001;45.29305697;53.39206601;61.72917476;68.95903256;75.80164717;81.87820321;87.49185578;92.45356754
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Solar;EJ/yr;0.127931657;0.968489531;1.422812708;1.911327932;2.636406721;3.595884438;5.491067433;7.775704842;11.28073915;15.72711819;21.32246257;28.75066277;37.73534325;47.2176996;57.34197092;66.2918905;73.9144425;80.02097383;85.46856417
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Biomass;EJ/yr;51.14591531;55.14959371;58.93849723;65.0754734;71.40949162;78.25483769;100.3950705;117.3302896;133.361773;146.9857224;159.5192545;174.6609711;193.2501619;215.9901612;214.9050545;213.8292683;212.8763463;211.8787048;210.7924451
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy;EJ/yr;528.0952609;561.8142467;613.2341294;669.987014;727.9297574;779.4556108;799.8588126;838.0162559;870.1418174;899.2838553;924.615574;942.8771236;958.9252263;976.7613157;983.4797168;991.6397571;998.6020526;1002.228241;1001.907999
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Fossil;EJ/yr;452.0947804;478.0490095;522.0010837;569.0003107;616.0169893;655.4920177;646.2907823;657.6409148;660.9118861;661.5817344;656.4480183;636.2283341;607.7460229;576.719076;557.8735334;543.3350342;531.1331405;519.5489688;505.7699473
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Gas|w/o CCS;EJ/yr;119.0306374;127.4274434;141.438318;153.8877884;171.935095;188.0502165;194.0083861;205.3226377;212.6974406;218.7623203;220.8840929;213.500408;207.7578831;199.936595;195.1125401;189.1404438;179.8640717;171.4938658;164.3446223
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|F-Gases;Mt CO2-equiv/yr;945.20456;1185.597162;1709.088161;2096.783161;2806.737099;3051.274053;1259.792433;1198.300603;1193.498368;1224.772235;1235.695027;1312.576729;1404.13753;1490.209252;1563.394481;1636.43441;1701.401617;1753.374579;1805.461902
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;14.51402432;18.94365457;21.31561051;23.82206553;26.96395087;30.60884128;35.770779;40.89944978;49.11415593;59.07909068;71.11910117;86.6947615;104.5369754;122.3229037;141.7420964;158.6738074;172.7143626;183.3087119;192.892039
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|N2O;kt N2O/yr;10754.78115;11529.26637;12015.08635;12661.05774;13332.02844;13904.08234;12520.37114;12915.55149;13286.35917;13408.99047;13484.09473;13549.54502;13637.93535;13740.34572;13459.30104;13345.36475;13220.33915;13053.13248;12863.52423
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Oil;EJ/yr;178.3900399;185.4512864;190.273077;203.1747921;214.6500669;223.3178737;225.1035291;223.5310889;220.2192028;218.7013451;217.3812682;213.4267428;206.7778746;193.9684538;181.341196;168.9060314;157.6257385;146.401097;134.6192965
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49511.10004;53035.4248;57264.3205;60967.54704;64653.7552;68019.40193;60903.25695;60132.26391;58528.36352;56246.21868;53101.82195;48260.35153;42126.11602;35074.53509;29457.89841;25354.16649;21986.23767;19082.44229;16673.34506
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;0;0;0;0;4.554312426;10.75919187;17.17244431;24.14368754;32.98460925;44.81915317;57.78591235;72.81373816;89.6465931;102.1128627;111.3574267;118.7265621;124.1789822
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;33546.41018;35368.85225;39437.30917;42996.99881;46336.49958;49109.03601;46128.16659;45202.59538;43493.20483;41332.03077;38382.4582;33756.99657;27827.04737;20992.77637;15811.6194;11906.57373;8758.488944;6101.80643;3902.625386
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Price|Carbon;US$2010/t CO2;0;0;0;0;0;0;30.00000128;38.28845752;48.86700693;62.36786123;79.59906243;101.5904558;129.6583912;165.4805533;211.1997312;269.5503275;344.0220751;439.0671633;560.3747535
GCAM5.3_NAVIGATE;DIAG-C0to30-gr5;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;0;0;0;0;2.03349678;3.741570649;4.924972103;6.083179299;7.261509311;8.365860396;8.743686971;8.693363519;8.116101977;6.996604097;5.711041065;4.382952006;3.356307496
